gene	TCGA-BH-A18U-01	TCGA-BH-A1EO-01	TCGA-BH-A1EV-01	TCGA-BH-A0C0-01	TCGA-AC-A2FM-01
ANAPC4	1.886192	2.876724	3.509807	1.976669	4.1666
ANAPC5	11.298509	5.715425	7.565081	8.180966	15.592687
ANAPC7	12.206373	6.089732	6.302919	13.46811	8.846324
ANG	3.76024	3.690102	6.591837	3.747148	6.9476
ANGEL1	3.092337	5.804429	5.275459	4.998746	8.717436
ANGEL2	6.429518	7.406056	6.973986	4.909681	5.398362
ANGPT1	0.451718	0.42037	0.355494	0.220553	0.245421
ANGPT2	3.264995	2.673208	3.204071	0.77457	1.14976
ANGPT4	0.017215	0.090733	0.032514	0.014206	0.11647
ANGPTL1	0.624478	2.119475	0.277993	0.611628	0.742
ANGPTL2	23.04148	36.983078	24.585938	7.532574	8.355686
ANGPTL3	0	0.008159	0.010396	0.006813	0.010156
ANGPTL4	5.532894	2.393137	4.09735	4.75496	4.115885
ANGPTL5	0.122376	0.212762	0.014268	0.018701	0.006969
ANGPTL6	0.273119	0.267478	0.092947	0.243656	0.068102
ANGPTL7	0.007194	0.22512	0.015097	0.039575	0.169606
ANGPTL8	0.052655	0	0.055251	0.03621	0.188919
ANHX	0	0	0	0	0.004781
ANK1	0.029816	0.10313	0.034415	0.225544	1.9592
ANK2	0.7399	1.737017	0.3868	0.594529	0.437687
ANK3	1.416084	2.697853	2.698774	1.783378	0.711966
ANKAR	0.251638	0.239471	0.184832	0.24611	0.166238
ANKDD1A	0.450216	0.436512	0.475766	0.913444	0.677551
ANKDD1B	0.048978	0.104873	0.041115	0.087572	0.040167
ANKEF1	5.988415	2.124993	6.844376	2.471249	4.765136
ANKFN1	0.009302	0.030642	0.073204	0.012793	0.016687
ANKFY1	4.574371	7.487431	4.279495	5.562218	5.798409
ANKH	7.113889	15.165713	9.817098	3.537867	4.019152
ANKHD1	0.638238	0.424307	0.402433	0.294593	0.548928
ANKHD1-EIF4EBP3	0.45109	0.298125	0.259665	0.237273	0.276869
ANKIB1	11.581059	16.925388	7.797343	12.307108	14.561446
ANKK1	0.73122	0.040827	0.396642	0.622164	0.571713
ANKLE1	0.248097	0.044579	0.042599	0.303998	0.550269
ANKLE2	3.972191	3.622466	3.344473	3.13609	7.304397
ANKMY1	1.24984	0.58916	1.997376	1.338914	2.003074
ANKMY2	8.890115	8.761512	8.517558	5.283414	11.767515
ANKRA2	7.834676	5.385137	6.289631	3.147712	12.624289
ANKRD1	0.040675	0.308179	0.230476	0	0.016679
ANKRD10	10.895118	17.567461	14.012761	9.763353	19.01349
ANKRD11	2.766951	3.064867	3.572171	5.330127	5.859795
ANKRD12	5.718564	4.557983	4.421812	3.251215	4.065244
ANKRD13A	5.559163	6.634615	3.642925	9.20635	11.826339
ANKRD13B	3.770407	1.963219	4.683772	5.146634	8.644458
ANKRD13C	4.901594	7.507807	4.202125	5.700602	5.369453
ANKRD13D	3.712784	2.410982	3.196534	8.186261	26.701628
ANKRD16	2.020956	1.673012	3.63927	3.221084	2.907928
ANKRD17	11.415599	14.688742	9.897893	13.300788	8.351086
ANKRD18A	0.227078	0.004795	0.109973	0.092092	0.06864
ANKRD18B	0	0	0.005769	0.007561	0.154975
ANKRD2	0.011095	0.201023	0.104781	0.16786	0.011374
ANKRD20A1	0.008284	0.006822	0	0	0.016983
ANKRD20A2	0	0	0.004272	0	0.008348
ANKRD20A3	0.002098	0	0	0	0
ANKRD20A4	0.00357	0.00588	0	0.014729	0.007319
ANKRD22	4.143253	0.474334	3.099823	27.03576	0.228553
ANKRD23	0.434163	0.122405	0.320131	0.306634	0.256613
ANKRD24	2.025898	0.183733	0.551271	0.554298	0.948007
ANKRD26	1.956398	1.475939	2.818701	3.789359	1.851727
ANKRD27	5.835074	5.684827	8.279857	6.655356	6.099232
ANKRD28	6.797104	7.060022	12.573564	8.229475	5.592351
ANKRD29	0.199005	0.45225	0.155952	0.277168	2.688167
ANKRD30A	1.04332	2.05155	9.142126	2.370963	3.659386
ANKRD30B	1.197619	0	2.228122	1.421367	0.124148
ANKRD30BL	0	0	0	0	0
ANKRD31	0.21558	0.076088	0.344701	0.042357	0.228886
ANKRD33	0.004345	0	0.009119	0	0.004454
ANKRD33B	0.113549	0.683046	0.348809	0.450404	0.205808
ANKRD34A	0.166378	0.129808	0.656978	0.295069	0.453317
ANKRD34B	0.004001	0.026359	0.083962	0	0.024608
ANKRD34C	0.013007	0.010712	0.044357	0.004472	0
ANKRD35	0.177125	0.378474	0.462135	0.329204	0.471106
ANKRD36	0.436194	0.309866	0.695288	0.249587	0.273066
ANKRD36B	0.432737	0.203644	0.673627	0.163508	0.23155
ANKRD36C	0.516362	0.364939	0.640336	0.152367	0.234828
ANKRD37	1.223042	0.770838	1.65002	1.004125	2.219648
ANKRD39	1.386407	0.567151	0.706783	1.520461	3.814678
ANKRD40	19.382823	12.829128	6.988549	13.023233	17.364513
ANKRD40CL	0.013185	0	0	0	0.004505
ANKRD42	7.532448	3.123337	3.997153	2.894561	2.373412
ANKRD44	0.938489	1.786731	0.583618	2.378416	0.413116
ANKRD45	0.149323	0.063764	0.597728	0.144522	0.102048
ANKRD46	8.43135	9.103194	2.992568	7.319873	13.815246
ANKRD49	9.451335	3.933152	4.891609	4.609303	3.823967
ANKRD50	5.629422	19.780565	19.411458	5.290066	10.897822
ANKRD52	5.711394	5.943735	14.912626	9.253547	11.883596
ANKRD53	0.152962	0.209951	0.167192	0.096423	0.124135
ANKRD54	7.305111	3.380347	6.671384	6.400374	4.733657
ANKRD55	0.021617	0.097914	0.017012	0.245282	0.03324
ANKRD6	0.591471	1.821061	1.450179	0.295088	0.60434
ANKRD60	0	0	0	0	0
ANKRD61	0.192115	0.295334	0.403176	0.317073	0.879658
ANKRD62	0.016728	0	0.007021	0.004601	0.00343
ANKRD63	0.02817	0	0	0.038744	0.014439
ANKRD65	0.65152	2.025868	3.079597	1.901016	1.11729
ANKRD66	0	0	0.022878	0.011995	0
ANKRD7	0.009871	0.113806	0	0	0.050593
ANKRD9	0.995185	0.937185	1.507849	1.872039	6.345187
ANKS1A	9.637683	9.363248	8.240881	6.005228	10.668666
ANKS1B	0.854994	0.35746	0.314844	0.246403	0.450922
ANKS3	1.174499	1.105429	1.481471	1.604102	3.670693
ANKS4B	0.011098	0	0.02329	0.015263	0.018961
ANKS6	0.157262	1.415595	0.623608	0.817382	0.738568
ANKUB1	0.002462	0	0.002583	0.006772	0
ANKZF1	4.959479	2.418105	6.073661	3.839339	3.781307
ANLN	12.8751	7.551029	7.390011	6.121157	4.230172
ANO1	8.561657	45.736107	13.245662	19.137717	45.38513
ANO10	16.988388	9.193364	7.642935	5.947035	9.423845
ANO2	0.102953	1.500712	0.040511	0.067259	0.208437
ANO3	0.455796	0.02755	0.030715	0.011502	0.004287
ANO4	0	0.053065	0.013523	0.031018	0.251003
ANO5	0.097995	0.088389	0.168931	0.154033	0.047836
ANO6	9.860901	19.136541	9.94916	8.563816	5.66147
ANO7	0.178095	0.209527	0.186877	0.54821	0.104324
ANO8	2.079093	2.188875	4.773757	3.931259	16.490176
ANO9	0.407214	0.931314	0.615085	1.83716	6.298798
ANOS1	17.277553	4.060062	4.597508	1.105249	18.724873
ANP32A	13.995063	12.080897	19.46822	17.073355	20.644606
ANP32B	76.362566	50.252943	69.572009	104.65498	78.538507
ANP32D	0	0.027622	0.017597	0	0
ANP32E	40.911248	26.708057	18.003643	36.207623	7.860304
ANPEP	8.23966	9.7662	1.675087	2.804714	1.829574
ANTKMT	3.507841	2.316601	2.916534	15.912933	12.787373
ANTXR1	60.264426	113.314424	73.392447	9.744207	7.653884
ANTXR2	6.144931	7.849665	3.262498	3.073066	1.713252
ANTXRL	0.03115	0	0.038133	0.028561	0
ANXA1	18.058247	50.306946	17.563448	30.385498	13.822214
ANXA10	0	0.014634	0	0.146637	0
ANXA11	7.078518	14.125895	22.955351	20.251316	30.728996
ANXA13	0.054989	0.090572	0.084332	0.069813	0.021681
ANXA2	46.881893	74.613094	86.890896	59.373011	22.364922
ANXA2R	0.425084	0.677924	0.304443	0.974407	1.079018
ANXA3	2.234346	7.500071	4.385666	0.886035	0.950325
ANXA4	5.628094	13.554341	9.234623	9.93128	5.6715
ANXA5	67.936206	128.799693	87.588896	61.033461	55.858197
ANXA6	41.192909	62.165728	46.83178	47.507683	39.502416
ANXA7	71.338379	43.045811	53.093314	91.833802	52.75102
ANXA8	0.016245	0.026758	0.034093	0.563052	0.023315
ANXA8L1	0.024668	0.007387	0.030591	0.191227	0.043678
ANXA9	50.369608	28.041602	28.864372	43.896437	10.330463
AOAH	1.366829	2.757446	0.625669	10.705235	1.114334
AOC1	1.183024	0.25657	0.0751	0.225823	0.03021
AOC2	0.418083	0.10978	0.419624	1.69171	1.124246
AOC3	2.832667	9.483688	6.262082	3.798049	9.430013
AOPEP	1.957326	1.999499	1.583626	2.745621	2.032586
AOX1	1.62557	2.243143	1.149312	0.621704	0.264364
AP000295.1	0.032198	0	0.033786	0.088569	0.066014
AP000311.1	0	0	0	0	0
AP000349.2	0	0	0	0	0
AP000350.4	0.02043	0	0	0	0
AP000721.1	0.0864	0	0.03022	0.118831	0
AP000781.2	0.071807	0.059137	0.045209	0.019752	0.022083
AP001458.2	0.027902	0	0	0	0.028602
AP001781.2	0	0	0	0	0
AP001888.1	0	0	0	0	0
AP002495.1	0.696707	0.290516	0.36553	0.351753	0.167249
AP002748.5	0	0	0	0	0.004653
AP003108.2	0.166942	0.077555	0.058391	0.076535	0.063627
AP003419.1	0	0	0	0	0
AP006285.2	0.022206	0.182875	0.038835	0.030541	1.327863
AP006333.1	0.085613	0.047004	0.055611	0.156997	0.083583
AP1AR	14.028395	15.799216	7.720579	21.03641	16.513018
AP1B1	26.727453	22.062493	35.000126	50.992044	17.426704
AP1G1	9.646342	12.497678	10.494313	10.24633	11.492282
AP1G2	3.606396	2.791243	6.894876	5.326079	17.118395
AP1M1	3.050463	3.400632	3.457135	5.804036	4.714119
AP1M2	69.363396	36.804953	42.301318	51.335184	50.814776
AP1S1	27.56431	20.572498	12.56826	35.177237	61.595665
AP1S2	11.287763	8.683357	4.388974	8.748903	3.416278
AP1S3	0.826758	2.123078	0.749225	0.837311	0.693422
AP2A1	9.358391	9.856638	14.967335	14.02561	24.211705
AP2A2	4.10081	10.608926	7.755944	4.61086	11.941788
AP2B1	75.8024	71.700595	42.356223	84.246729	101.034866
AP2M1	60.917105	62.372495	86.80958	106.330221	62.890716
AP2S1	48.505545	24.711678	41.469287	52.288943	25.665552
AP3B1	12.148202	14.890768	12.684815	9.205233	9.981079
AP3B2	0.797153	0.361892	0.051445	0.119877	0.467219
AP3D1	14.31729	17.474398	16.800747	33.085922	16.6838
AP3M1	18.345825	12.536281	14.261376	15.827654	17.667496
AP3M2	6.641317	10.254351	4.662011	5.359155	13.944824
AP3S1	41.169327	22.188552	19.951558	25.278707	14.01089
AP3S2	3.574702	3.278359	2.28423	5.144229	3.860985
AP4B1	1.685187	2.583031	2.029432	3.402374	1.291012
AP4E1	3.150277	2.709695	1.409477	1.964789	3.238342
AP4M1	4.479964	5.065262	3.699158	5.626998	8.055997
AP4S1	0.71993	1.00957	2.23588	1.042276	1.976391
AP5B1	3.614045	3.560561	2.482518	5.246757	3.19366
AP5M1	2.220839	4.20721	3.641975	3.720385	4.145484
AP5S1	3.653851	2.4295	2.655503	1.972232	5.362865
AP5Z1	1.944182	3.33341	5.063248	5.660397	9.347864
APAF1	2.375797	2.920605	3.913516	2.141984	6.229483
APBA1	0.71417	1.504731	0.670736	0.070021	0.468255
APBA2	0.597657	0.845419	0.868139	0.457737	0.117727
APBA3	3.283014	1.565427	1.313499	3.08461	2.682254
APBB1	2.290241	3.671092	2.818731	5.582005	2.772602
APBB1IP	2.729711	7.286961	3.670559	9.828016	1.102716
APBB2	5.766944	11.107344	8.094482	4.47254	8.712835
APBB3	2.762849	2.023126	2.757834	2.16146	2.53899
APC	4.806474	6.554598	4.08611	3.057907	2.906674
APC2	0.157035	0.161919	0.128607	0.565408	0.689715
APCDD1	4.746063	3.895201	1.370092	0.562591	1.913321
APCDD1L	0.171529	0.733215	0.509963	0.134808	0.192582
APCS	0	0	0.018243	0	0
APEH	39.098131	22.558317	23.492532	23.380001	42.621207
APELA	0.536815	1.382068	0.278908	0.021504	2.249254
APEX1	61.23	59.515201	85.987999	109.22016	128.859797
APEX2	13.618609	10.173631	11.291539	16.956381	13.802872
APH1A	67.664978	125.445215	117.565573	125.93596	71.887117
APH1B	1.506189	3.475083	4.744447	2.051401	8.963642
API5	24.091732	42.457687	22.646361	23.38003	29.231411
APIP	4.295541	3.468004	2.962695	2.480993	4.579649
APLF	0.133126	1.178112	0.177572	0.586529	0.240555
APLN	6.062955	2.275234	10.193815	3.882664	1.874337
APLNR	4.716067	16.486108	4.175812	7.368898	11.624811
APLP1	1.928737	0.471442	0.683855	0.308877	4.089746
APLP2	74.368463	128.993208	72.612267	57.94841	233.285161
APMAP	150.285726	76.243941	104.160096	138.952908	114.87843
APOA1	0.033917	0	0.059316	0.108845	2.178824
APOA2	0.017036	0	0.017876	0	0
APOA4	0	0	0	0	0.022408
APOA5	0.024921	0	0.235352	0	0.042579
APOB	0.002171	0.012518	0.002279	0.001493	0.010017
APOBEC1	0	0	0	0	0.074256
APOBEC2	0.09791	0.092152	0.058707	0.038475	0.014338
APOBEC3A	0.798817	0.112455	0.050149	8.742333	0.048992
APOBEC3B	22.34023	2.083863	2.690772	10.055098	2.64612
APOBEC3C	5.375932	11.329398	3.428967	19.627859	3.390876
APOBEC3D	0.708493	0.843954	0.26551	3.793326	0.577134
APOBEC3F	2.304147	1.038752	1.287041	2.643136	0.519232
APOBEC3G	1.514284	1.332161	0.359295	7.307669	0.87752
APOBEC3H	0.334596	0.381537	0.121533	2.159355	0.197883
APOBEC4	0.006068	0	0.292906	0.108499	0
APOBR	1.498689	1.832122	1.969075	5.261117	1.836616
APOC1	53.084303	59.603591	18.416316	114.56044	6.75689
APOC2	0.101975	0.125971	0.214005	0.420755	0
APOC3	0	0	0	0.051137	0.304913
APOC4	0	0	0	0	0
APOC4-APOC2	0.070418	0.086988	0.055417	0.048425	0
APOD	13.219395	47.590256	101.189193	13.182542	244.561819
APOE	47.026506	72.155745	54.804137	325.463584	72.755214
APOF	0.084486	0	5.841157	0.335684	0.067361
APOH	0	0	0	0	0
APOL1	39.477198	25.190595	14.641611	32.8138	6.289033
APOL2	16.917131	10.800045	7.767704	31.783388	6.025364
APOL3	4.888972	4.367792	3.853255	16.637633	2.36882
APOL4	2.188495	4.477022	2.138166	5.453354	1.628852
APOL5	0	0.12908	0.04699	0.061592	0.03443
APOL6	7.387099	12.133125	5.559804	23.559899	1.880097
APOLD1	2.960676	3.338856	3.407533	1.335932	4.48188
APOM	2.046348	0.638959	1.61807	1.600644	0.954415
APOO	16.366146	9.648788	14.298663	20.036212	11.823141
APOOL	7.412825	7.345983	3.493159	6.516202	6.46981
APP	121.824988	178.938106	124.836389	139.21633	101.628338
APPBP2	5.514753	7.440066	8.751001	8.755107	7.807214
APPL1	20.091418	19.760361	15.314964	11.749584	15.477983
APPL2	7.279843	10.950347	5.940924	5.868298	20.113963
APRT	36.493375	17.721996	26.449864	96.158463	44.137305
APTX	7.669335	6.620455	13.228215	11.39545	11.668699
AQP1	18.882421	43.35507	24.488228	13.255584	44.454425
AQP10	0.03512	0	0	0	0.028802
AQP11	1.148985	0.830034	0.54289	0.683859	0.909204
AQP12A	0	0	0	0	0
AQP12B	0	0	0	0	0
AQP2	0	0	0.211899	0	0.003834
AQP3	0.923726	1.557682	33.99382	4.69615	0.45655
AQP4	0.018798	0.026539	0.067629	0.155125	0.01927
AQP5	0.034163	0.056269	76.489262	0.058733	0.052531
AQP6	0.034527	0	0.125158	0.025902	0.151231
AQP7	0.085814	0.181726	0.151147	0.177037	1.649401
AQP8	0.045318	0.018661	0.059441	0.077911	0.05807
AQP9	3.742387	4.164	0.55875	2.792591	0.051015
AQR	5.028034	5.178697	22.026661	4.514214	5.553196
AR	6.212854	17.983692	13.152122	16.571579	21.080473
ARAF	10.775327	16.277647	22.336113	29.138807	28.963878
ARAP1	5.447001	10.339097	8.547261	12.557699	12.129733
ARAP2	0.882167	1.655701	0.335741	1.713939	0.407673
ARAP3	1.168535	2.340475	1.340849	1.342279	3.196106
ARC	1.964634	0.062059	0.192031	0.177671	0.496593
ARCN1	89.684701	50.062625	93.140328	37.345476	41.841363
AREG	9.290272	9.428915	0.615039	6.449195	58.072462
AREL1	3.725205	7.071876	7.667526	8.047315	7.992016
ARF1	204.957287	143.171392	184.423188	202.438481	230.218133
ARF3	44.342083	42.245598	49.449854	47.945334	92.118331
ARF4	130.921796	132.757777	102.484558	67.74927	70.020352
ARF5	60.017174	57.682217	34.002811	75.539227	83.787346
ARF6	36.418001	49.966869	50.128459	54.401727	53.822973
ARFGAP1	11.950873	6.098907	12.63467	9.696645	26.555731
ARFGAP2	12.845652	16.318728	14.546642	12.425543	27.755776
ARFGAP3	26.808242	16.689671	27.080858	16.23502	4.2125
ARFGEF1	13.415047	31.549448	11.495596	20.721258	31.034581
ARFGEF2	18.01602	21.592897	10.768499	20.473833	14.798664
ARFGEF3	10.531539	4.896262	22.099396	7.517674	11.350618
ARFIP1	10.537678	19.303498	8.915125	9.527871	17.253591
ARFIP2	11.97744	11.336536	22.455175	12.134045	24.689908
ARFRP1	3.622169	2.673585	3.333428	3.762467	5.338137
ARG1	0.016386	0.107956	0.025791	0.022537	0.184771
ARG2	1.105241	0.910213	0.852338	1.83145	0.634747
ARGFX	0	0	0	0	0.016637
ARGLU1	7.539846	7.654338	6.468623	7.734021	26.817068
ARHGAP1	22.472826	51.703033	43.856451	29.688922	47.765317
ARHGAP10	0.580584	1.323499	0.395673	0.856136	1.109023
ARHGAP11A	5.627718	2.099729	1.172107	4.863851	3.268337
ARHGAP12	6.802454	7.002082	8.011259	6.689655	11.698039
ARHGAP15	0.580096	1.171219	0.383983	2.230524	0.424149
ARHGAP17	5.113816	5.161639	4.092022	7.696775	8.782119
ARHGAP18	5.173266	10.835318	5.166218	10.550966	13.145839
ARHGAP19	4.291736	2.571275	4.837545	4.473687	3.647508
ARHGAP20	0.325374	1.038343	0.158854	0.090123	0.143609
ARHGAP21	4.242708	8.056574	4.069625	4.928249	5.46175
ARHGAP22	0.272949	0.570758	0.630096	1.126208	0.274936
ARHGAP23	1.472699	3.090815	17.20929	2.124969	2.21817
ARHGAP24	0.690142	2.239913	0.9442	0.571196	0.592688
ARHGAP25	1.863282	2.94253	0.920257	7.314411	1.222925
ARHGAP26	0.798508	1.03707	0.480959	1.512978	0.706036
ARHGAP27	2.039812	1.734555	1.678612	5.060901	2.247734
ARHGAP28	0.685332	2.12847	0.550336	0.243546	0.174596
ARHGAP29	6.834188	4.558965	5.767406	2.270706	3.073398
ARHGAP30	3.834058	5.953716	6.658481	15.522302	2.897226
ARHGAP31	2.578553	7.276299	3.227755	4.020713	2.558877
ARHGAP32	8.904037	10.901196	9.110228	5.481673	25.814811
ARHGAP33	2.812774	1.083862	2.058641	2.264738	8.728623
ARHGAP35	19.949015	29.509239	23.58268	14.872415	13.713481
ARHGAP36	0	0.376066	0.005324	0	0.161237
ARHGAP39	4.732937	5.365206	4.821157	6.867355	20.409833
ARHGAP4	1.684937	2.223991	6.893458	9.313231	2.800852
ARHGAP40	0.015117	0	6.508719	1.732569	0.45972
ARHGAP42	0.81609	1.619114	0.880658	0.385831	0.430173
ARHGAP44	1.202108	2.391399	1.403356	1.786934	1.408331
ARHGAP5	6.072698	11.957894	11.312205	5.901614	7.622683
ARHGAP6	0.167424	0.793655	0.437056	0.297664	0.686509
ARHGAP8	1.038868	0.568597	1.184884	0.443732	0.631695
ARHGAP9	0.835263	1.267139	0.540367	5.212732	0.543999
ARHGDIA	37.261705	38.33657	42.119174	223.85549	113.852664
ARHGDIB	58.568418	59.934052	140.279898	141.596545	38.74617
ARHGDIG	0.026512	0.021834	0.194733	0.136737	0.197036
ARHGEF1	4.949451	4.439939	7.220042	11.46853	5.950868
ARHGEF10	1.836374	2.933754	3.108749	2.111227	2.605805
ARHGEF10L	3.361129	6.170408	3.468512	7.350531	12.042419
ARHGEF11	8.254678	9.474946	9.418588	8.226026	12.531546
ARHGEF12	12.723564	13.589812	11.417559	6.875671	7.599803
ARHGEF15	1.52964	3.406013	1.270011	2.020155	4.392395
ARHGEF16	2.260201	1.792256	4.105593	4.967376	4.60423
ARHGEF17	5.974555	7.166406	6.871273	4.185182	7.570922
ARHGEF18	0.642936	1.127018	1.262577	1.825358	3.509792
ARHGEF19	4.892103	4.382886	9.179539	12.410295	2.868821
ARHGEF2	6.767493	10.534156	10.293023	7.562537	5.752264
ARHGEF25	1.85672	3.043037	3.288914	1.656085	4.697095
ARHGEF26	8.907517	4.61351	2.991447	7.886331	25.354976
ARHGEF28	0.723677	0.923682	0.719337	0.921589	0.845409
ARHGEF3	3.752581	11.119046	8.367111	7.813919	5.646307
ARHGEF33	0.076244	0.08211	0.132314	0.084697	0.06914
ARHGEF35	2.139059	0.9817	1.883183	0.792421	3.937471
ARHGEF37	3.323263	6.420017	10.670803	3.098416	17.049003
ARHGEF38	1.888404	2.666026	2.672487	0.280466	0.274368
ARHGEF39	1.638176	0.277577	1.349676	0.783977	1.046708
ARHGEF4	0.046674	0.140497	0.15537	0.232424	0.122089
ARHGEF40	2.842775	8.396397	5.120109	3.863873	6.860141
ARHGEF5	1.820779	1.868665	1.864102	2.302519	3.287638
ARHGEF6	9.488387	19.020064	3.505165	11.184686	2.898489
ARHGEF7	3.253227	5.818016	3.578722	2.681228	7.76789
ARHGEF9	0.938452	4.594196	2.56211	1.945027	4.727674
ARID1A	14.178676	15.638782	15.707293	15.197343	13.826044
ARID1B	4.471789	5.696553	6.568374	6.729158	5.942004
ARID2	4.440663	4.119541	6.467756	3.264642	5.469391
ARID3A	1.002573	1.287224	3.212259	3.949364	2.687244
ARID3B	0.476861	0.75555	1.822014	1.682411	1.471813
ARID3C	0.068459	0.093965	0.011972	0.204004	0.163748
ARID4A	2.729296	4.470858	4.089335	3.03695	6.406857
ARID4B	7.91222	9.116726	7.342752	5.623044	6.75608
ARID5A	2.447625	5.057905	7.667032	8.83205	5.069077
ARID5B	6.235395	13.183702	9.116955	8.779326	1.649535
ARIH1	3.691987	3.668082	4.753388	2.998105	3.211967
ARIH2	12.339999	8.81799	5.796782	6.252965	14.895703
ARIH2OS	2.73022	0.647156	0.983138	0.554249	0.84686
ARL1	28.360384	21.574535	26.145393	18.295473	44.909627
ARL10	0.348426	1.575875	1.340064	0.280184	0.298125
ARL11	0.597515	1.448514	2.101698	1.510487	0.698786
ARL13A	0.115369	0.138198	0.055026	0.115399	0.096763
ARL13B	5.057654	2.674662	5.246039	4.056389	3.754392
ARL14	0	0.040984	0.013055	0	0.012754
ARL14EP	10.876186	7.656639	5.319845	5.891091	6.755386
ARL14EPL	0.009877	0	0	0	0
ARL15	6.313341	10.482417	4.271092	3.825469	8.049608
ARL16	12.943856	4.349697	3.909406	10.964542	15.302376
ARL17A	0.34574	0.151082	0.069102	0.258784	0.139839
ARL17B	0.14882	0.094276	0.128129	0.14695	0.504608
ARL2	9.926829	9.352139	7.506225	15.257318	8.988195
ARL2BP	2.540018	4.921914	3.417807	2.435132	2.81822
ARL3	12.472297	9.402293	13.759669	10.460536	20.758092
ARL4A	1.387943	3.097724	3.538956	2.244692	2.28944
ARL4C	10.944107	19.8364	12.872907	10.897313	3.536744
ARL4D	3.315722	3.520222	3.573532	8.955793	3.491111
ARL5A	6.409968	11.82912	6.512229	8.01156	4.865515
ARL5B	4.872724	5.339475	4.284301	4.852461	3.699283
ARL5C	0.00942	0	0.004942	0.025913	0
ARL6	3.909101	2.650508	3.145501	1.606071	1.408741
ARL6IP1	151.68233	98.371155	53.545375	112.474828	109.100037
ARL6IP4	0.272083	0.07628	0.212606	0.294593	1.51326
ARL6IP5	92.924861	127.779074	77.961266	72.335402	51.767911
ARL6IP6	6.441615	5.534563	5.659604	7.649617	4.420299
ARL8A	21.756378	29.671978	24.377326	37.725886	53.086744
ARL8B	52.714175	50.638511	39.072285	37.374311	49.404157
ARL9	0.179165	0.14755	1.127994	0.545635	5.050733
ARMC1	29.28074	11.177212	16.246175	31.850904	23.401976
ARMC10	9.107665	12.442059	5.886752	9.683602	9.073286
ARMC12	0.772036	0.074801	0.369312	0.343533	0.034916
ARMC2	0.958378	0.867256	1.792652	1.885998	1.029038
ARMC3	0.305929	0.037887	1.535074	0.310036	0.004716
ARMC4	0.043849	0.033334	0.010618	0.115977	0.193629
ARMC5	1.448786	1.563751	1.349617	2.899056	3.372117
ARMC6	9.06277	4.207875	4.665186	21.415455	10.593641
ARMC7	7.134303	4.724746	3.189515	16.424315	9.458929
ARMC8	5.409459	4.370104	4.387941	7.028496	5.117942
ARMC9	2.62127	3.07684	3.357279	1.521835	1.617716
ARMCX1	6.008073	6.613722	9.854942	11.438259	7.284328
ARMCX2	2.556857	12.272061	27.662443	3.720192	5.619169
ARMCX3	13.220434	28.387189	22.288955	22.549666	10.620752
ARMCX4	0.332813	0.339628	0.892039	0.766213	0.208904
ARMCX5	2.288182	2.526953	2.655557	2.637591	2.617833
ARMCX6	3.473398	4.634316	6.352713	5.70236	2.738416
ARMH1	0.457653	0.134008	4.321977	1.713471	0.505633
ARMH2	0	0	0	0	0
ARMH3	7.142401	7.490846	11.063939	7.155296	8.114391
ARMH4	0.646949	2.93385	1.44032	0.319036	0.423221
ARMS2	0.039362	0	0	0	0.040351
ARMT1	74.568163	24.024101	74.367812	90.155582	230.696821
ARNT	9.635819	18.658623	18.184149	10.306538	12.19775
ARNT2	6.139378	3.678989	6.162769	3.729941	5.939616
ARNTL	1.67072	3.930607	1.04734	1.468248	2.941959
ARNTL2	1.424792	2.05436	0.849128	2.302057	0.437224
ARPC1A	43.437071	41.221874	25.739287	62.278828	71.887076
ARPC1B	17.551762	22.185089	25.851178	46.515947	26.316736
ARPC2	33.003177	44.644582	34.010089	40.069956	21.261816
ARPC3	71.294311	42.216519	52.21491	94.095354	96.167286
ARPC4	32.336786	24.444268	39.746446	36.895544	43.24833
ARPC4-TTLL3	0.151385	0.067131	0.134411	0.112113	0.196967
ARPC5	15.20365	22.428471	15.461983	20.268566	16.511202
ARPC5L	14.016588	7.97708	14.314645	24.166319	15.314821
ARPIN	4.683276	12.922087	7.178666	7.598028	5.365441
ARPIN-AP3S2	0.054206	0.039681	0.139038	0.082837	0.043219
ARPP19	30.394658	28.613776	20.932544	33.778354	33.674928
ARPP21	0	0.01051	0.013391	0	0.019624
ARR3	0.130358	0.199375	0.127015	0.358579	0.190901
ARRB1	4.403256	8.681208	4.881248	7.416205	22.804077
ARRB2	9.448908	8.691352	4.868539	15.791284	8.29324
ARRDC1	14.02626	9.327034	18.829505	28.053014	27.836858
ARRDC2	2.784469	3.328183	3.235074	8.213208	6.16076
ARRDC3	15.756624	27.785148	13.599358	5.83399	11.546383
ARRDC4	5.258344	5.99754	4.007538	10.141275	13.504284
ARRDC5	0.108114	0.032377	0.113445	0.351464	0.010075
ARSA	22.968309	10.879852	16.870013	11.297676	17.370259
ARSB	2.866465	7.222134	2.566034	2.667294	0.88153
ARSD	12.959537	25.238121	27.209119	9.842744	33.337877
ARSF	0.007305	0.024062	0.122636	0	0.007488
ARSG	3.768789	3.135964	2.610769	8.081059	7.947304
ARSH	0.566693	0.55155	0.468501	0.129901	0.325668
ARSI	0.999738	2.968845	1.43144	0.250616	0.201939
ARSJ	1.092722	0.823372	0.591795	0.251216	0.144536
ARSK	2.007739	2.317301	1.926608	1.057325	0.37873
ARSL	0.553796	2.358688	1.115247	0.161566	0.39567
