geneA	geneB
OTUD6B-AS1	NIPBL
LENG8-AS1	PHF20
PLBD1-AS1	NIPBL
TP73-AS1	ATF2
OIP5-AS1	TFDP1
OIP5-AS1	E2F6
MIR3936HG	EZH1
SH3BP5-AS1	FOXP1
ASB16-AS1	SIN3A
UGDH-AS1	HLTF
LINC00511	SFPQ
PRKCZ-AS1	NCOR2
ASB16-AS1	CREBBP
AL359915.2	NIPBL
ATP1A1-AS1	EZH1
PSMA3-AS1	SF3B1
SDCBP2-AS1	EZH1
DHRS4-AS1	SF3B1
CKMT2-AS1	CREBBP
EIF3J-AS1	CTCF
ASB16-AS1	TAF7
CD27-AS1	KDM5A
LINC-PINT	SF3B1
CKMT2-AS1	EP300
AL359915.2	EZH1
CKMT2-AS1	SIN3A
ZNF529-AS1	REST
OTUD6B-AS1	REST
PLBD1-AS1	REST
THUMPD3-AS1	SFPQ
SNHG14	SFPQ
ATP1A1-AS1	REST
RAD51-AS1	CREBBP
RAD51-AS1	EP300
ASB16-AS1	BRD3
ASB16-AS1	EZH1
LENG8-AS1	CHD8
LENG8-AS1	NIPBL
UGDH-AS1	NIPBL
CCDC18-AS1	RB1
SNHG12	SFPQ
TRAM2-AS1	CTCF
ATP1A1-AS1	CTCF
UGDH-AS1	REST
LENG8-AS1	NCOR2
OIP5-AS1	ATF2
SDCBP2-AS1	SFPQ
ASB16-AS1	EZH2
CD27-AS1	EZH1
OIP5-AS1	BMI1
FGD5-AS1	SF3B1
LENG8-AS1	HLTF
PINK1-AS	ZMYND11
AL391244.1	HCFC1
SNHG17	RING1
TTC28-AS1	SF3B1
LENG8-AS1	REST
CKMT2-AS1	BRD3
LENG8-AS1	SF3B1
CKMT2-AS1	CTCF
ATP2A1-AS1	EZH2
OIP5-AS1	SRSF1
RARA-AS1	SMARCB1
LINC01128	CREBBP
ZEB1-AS1	KDM5B
OIP5-AS1	HDAC2
NOP14-AS1	KAT5
ASB16-AS1	SIRT6
TUG1	USP3
ASB16-AS1	NFYC
ASB16-AS1	RBBP5
SNHG14	KAT5
CKMT2-AS1	TAF7
SH3BP5-AS1	SRSF1
ZEB1-AS1	EZH1
CD27-AS1	TBL1XR1
EIF3J-AS1	E2F6
RARA-AS1	KAT8
OIP5-AS1	TBL1XR1
CCDC18-AS1	ZMYND11
LINC00324	NFYC
PRKCZ-AS1	NFYC
THAP9-AS1	TBL1XR1
CKMT2-AS1	RING1
THAP9-AS1	PSIP1
AF131215.5	RBBP5
TUG1	SMARCB1
TUG1	ACTL6A
LINC00526	TFDP1
AL391244.1	MAZ
CKMT2-AS1	RBBP5
ZEB1-AS1	CBX2
BDNF-AS	ZMYND11
LRRC75A-AS1	HDAC2
SNHG20	MAZ
SNHG17	SRSF1
AC073957.3	SAFB2
MALAT1	BCL6
MALAT1	ZFHX3
MIR600HG	SAFB2
SHANK3	HEY1
MALAT1	ZNF12
TMEM161B-AS1	NFAT5
PSMA3-AS1	NFAT5
AC015813.1	SAFB2
MALAT1	ZNF35
MALAT1	MEF2A
LINC00265	NFAT5
PSMG3-AS1	FOXO4
PSMA3-AS1	KDM5B
LINC01128	RLF
AC015849.3	SAFB2
LINC00641	CUX1
AC005154.1	SAFB2
AL359091.3	SAFB2
RPARP-AS1	SAFB2
MALAT1	SAFB2
MALAT1	ZFX
FENDRR	ZBTB4
PSMA3-AS1	MECOM
MAGI2-AS3	STAT3
DUBR	NFAT5
LINC00265	CUX1
MALAT1	MZF1
PSMG3-AS1	VEZF1
MALAT1	ZNF83
DICER1-AS1	RFX2
LINC00969	SAFB2
TMEM161B-AS1	SAFB2
THUMPD3-AS1	SAFB2
MALAT1	HBP1
SNHG16	CDC5L
AL359915.2	SAFB2
AC021078.1	SAFB2
PSMG3-AS1	ZNF12
MIR155HG	STAT1
HCG11	STAT3
LINC01094	STAT1
PSMA3-AS1	SAFB2
MALAT1	ZNF84
BAIAP2-AS1	SAFB2
TTC28-AS1	SAFB2
LINC00667	SAFB2
NIFK-AS1	SAFB2
MALAT1	NFAT5
THAP9-AS1	SAFB2
MIR4697HG	FOXK1
MALAT1	NRF1
MALAT1	RFX7
LINC00909	REST
CKMT2-AS1	NFAT5
UBR5-AS1	SAFB2
PXN-AS1	SAFB2
MALAT1	DMTF1
MALAT1	ZEB2
TPT1-AS1	SAFB2
MALAT1	BACH1
MALAT1	RLF
JPX	NKRF
LINC00667	CUX1
CRNDE	SAFB2
SNHG7	SAFB2
AC009120.2	SAFB2
BAIAP2-AS1	MITF
MIR155HG	STAT4
PSMG3-AS1	NRF1
MALAT1	MEF2C
AC020915.1	SAFB2
LINC00265	MZF1
TTC28-AS1	HIC2
BAIAP2-AS1	HNF1B
RPARP-AS1	PATZ1
SNHG3	SAFB2
HCG18	BACH1
LINC00265	ZFX
TMPO-AS1	TBP
LINC00667	NFAT5
PXN-AS1	MZF1
TP73-AS1	CUX1
PTOV1-AS1	SAFB2
THUMPD3-AS1	ZFHX3
TP73-AS1	BACH1
LINC00265	BACH1
MALAT1	ZFP28
FENDRR	HIC1
DHRS4-AS1	CUX1
THAP9-AS1	ADNP
AL049840.4	SAFB2
NNT-AS1	NFAT5
NUTM2A-AS1	HIF1A
DICER1-AS1	PATZ1
MMP25-AS1	NFAT5
LINC00667	ZFX
SOS1-IT1	REST
SNHG14	ZFX
MALAT1	NFIL3
AP006621.3	MZF1
APTR	MZF1
SNHG15	SAFB2
MAGI2-AS3	BACH1
SNHG14	BACH1
PSMA3-AS1	ZFX
NNT-AS1	CUX1
PSMA3-AS1	ZFHX3
SDCBP2-AS1	ZFX
RUSC1-AS1	SAFB2
GAS5	MZF1
AC006001.3	SAFB2
AC006001.3	CUX1
MALAT1	ELF2
SRP14-AS1	SAFB2
TUG1	STAT3
RUSC1-AS1	MZF1
ZNF213-AS1	MZF1
MALAT1	SMAD4
PSMG3-AS1	MAFK
H1FX-AS1	MZF1
TMEM147-AS1	NFAT5
DUBR	ZFX
IQCH-AS1	ZNF12
MALAT1	FOXN2
PSMG3-AS1	SMAD4
TP73-AS1	TBP
ALOX12-AS1	SAFB2
TUG1	FOXM1
SNHG12	MZF1
NUP50-AS1	MZF1
AC092171.2	MZF1
LENG8-AS1	SAFB2
TPT1-AS1	NFAT5
SNHG12	SAFB2
UBA6-AS1	MZF1
ZNF674-AS1	ZFX
SNHG16	BACH1
MALAT1	XPA
LINC00667	ZEB1
BAIAP2-AS1	ARNT
NNT-AS1	ZFX
SDCBP2-AS1	ZEB1
THUMPD3-AS1	NFAT5
TMEM147-AS1	FOXK1
NIFK-AS1	ZFHX3
RPARP-AS1	ZNF84
CKMT2-AS1	ZNF84
NUTM2A-AS1	ZFX
CCDC18-AS1	MZF1
SNHG20	SAFB2
NNT-AS1	BACH1
SVIL-AS1	NFAT5
DUBR	ZEB1
MALAT1	TBX19
BAIAP2-AS1	PBX1
AC092171.2	ZBED4
AL391244.1	SAFB2
SNHG14	ARNT
NNT-AS1	HSF2
GAS5	NKRF
PSMA3-AS1	BCL6
DUBR	GLI3
MALAT1	FOSL2
JPX	ZFX
ALOX12-AS1	MZF1
RUSC1-AS1	ZFX
SNHG7	MZF1
SNHG11	MZF1
FENDRR	MITF
ASB16-AS1	STAT2
MSC-AS1	MEF2C
OIP5-AS1	RLF
PSMA3-AS1	RFX7
HCG18	TBP
MALAT1	ZNF70
FENDRR	NACC2
LINC02486	BACH1
CCDC18-AS1	ZFX
CKMT2-AS1	ZNF12
TMEM147-AS1	SIX5
CRNDE	ZNF7
TUG1	CUX1
MIR4697HG	PBX1
SNHG1	ZNF84
TTC28-AS1	MZF1
TMEM147-AS1	RFX1
SNHG12	IRF5
APTR	ZNF84
LINC02486	VEZF1
PSMA3-AS1	MZF1
CCDC18-AS1	BCL6
THUMPD3-AS1	MZF1
DNAJC3-AS1	VEZF1
PSMG3-AS1	ZBTB4
LINC00667	ARNT
NNT-AS1	ZNF12
SVIL-AS1	RFX7
THAP9-AS1	ZNF12
MKLN1-AS	CLOCK
SNHG17	MZF1
THUMPD3-AS1	ZFX
MIR22HG	BACH1
PSMA3-AS1	ZEB1
MIR22HG	BCL6
ZNF213-AS1	ZNF84
THAP9-AS1	ZNF84
LINC01011	ZNF84
TUG1	ZBED5
IQCH-AS1	ZNF3
MALAT1	ZBTB3
TMEM147-AS1	RLF
TUG1	ELF4
APTR	ZNF12
APTR	MXI1
JPX	E2F3
RUSC1-AS1	ZNF84
TP73-AS1	SAFB2
MALAT1	ZC3H8
MALAT1	RUNX1
JPX	ELF2
TMEM147-AS1	ZNF84
ALOX12-AS1	ZNF84
SVIL-AS1	ZFX
MIR22HG	ZEB1
MALAT1	MYNN
FENDRR	EGR1
FENDRR	MEIS1
C17ORF100	MZF1
PSMA3-AS1	ARNT
TPT1-AS1	MXI1
LINC00265	MEF2A
TPT1-AS1	ZFHX3
SVIL-AS1	ZFHX3
SNHG20	ZNF84
THAP9-AS1	ELF3
DUBR	HSF2
CKMT2-AS1	HBP1
LINC00899	ZNF83
ZNF213-AS1	ZNF12
HCG18	ZC3H8
THAP9-AS1	ELF1
SNHG14	ELF1
TP73-AS1	REST
TP73-AS1	ZFX
AL391244.1	RFX1
SBF2-AS1	SMAD4
SNHG11	HSF1
RPARP-AS1	HINFP
FENDRR	NFIX
MAGI2-AS3	HSF2
AC020915.1	ELF1
DUBR	CREB1
MIR22HG	SNAI2
HCG18	MXI1
LINC02486	ELF1
SVIL-AS1	ZNF84
AC110285.2	SAFB2
TP73-AS1	ARNT
TPT1-AS1	SMAD4
DHRS4-AS1	HNF4A
CCDC18-AS1	ELF1
NUTM2A-AS1	ELF1
NNT-AS1	E2F3
CKMT2-AS1	MXI1
BLACAT1	RUNX1
TRAF3IP2-AS1	ZEB1
LINC00265	ELF2
THUMPD3-AS1	ZNF12
WAC-AS1	E2F3
DICER1-AS1	USF1
PSMA3-AS1	MNT
LINC00667	ZNF83
SNHG7	NRF1
CKMT2-AS1	NR2C2
FGD5-AS1	KLF9
PSMA3-AS1	CREB1
TP73-AS1	NR2C2
DICER1-AS1	ZNF83
SBF2-AS1	ELF2
SDCBP2-AS1	PBX1
MIR22HG	ELF1
FENDRR	KLF9
HCG18	MYC
CKMT2-AS1	ELF2
LINC00265	ZNF3
SDCBP2-AS1	SMAD4
LINC02486	KLF9
LINC00680	E2F4
C17ORF100	ZNF84
CRNDE	ELF2
RUSC1-AS1	ZNF83
LINC02486	ZC3H8
SVIL-AS1	ELF1
TP73-AS1	MNT
PSMA3-AS1	SMAD4
CCDC18-AS1	ELF2
LINC00662	NR2C2
LINC00680	TEAD2
JPX	ATF2
SVIL-AS1	E2F3
PSMA3-AS1	SOX4
FENDRR	ERG
PSMA3-AS1	ELF2
NIFK-AS1	SMAD4
MIR22HG	FOS
CCDC18-AS1	ZNF83
GAS5	OVOL2
SRP14-AS1	ZNF83
TP73-AS1	NFIC
JPX	ZNF83
SVIL-AS1	ZC3H8
ZNF213-AS1	ZNF83
PSMA3-AS1	ZC3H8
RUSC1-AS1	RFX5
ALOX12-AS1	ZNF83
SNHG20	ZNF83
THUMPD3-AS1	ZNF83
PSMA3-AS1	RFX5
ZNF674-AS1	ZC3H8
SNHG17	ZC3H8
ZNF674-AS1	ELK1
ZNF213-AS1	SOX4
PSMA3-AS1	KLF5
TPT1-AS1	IRF3
NIFK-AS1	ZC3H8
GAS5	MYC
SNHG17	SOX4
CD27-AS1	IRF3
TUG1	TIGD1
TUG1	TIGD7
NUTM2A-AS1	RFX5
AL391244.1	IRF3
C17ORF100	ZNF83
SNHG12	IRF3
TP73-AS1	RFX5
SVIL-AS1	RFX5
AC062017.1	IRF3
RUSC1-AS1	MYNN
SNHG20	RFX5
CKMT2-AS1	ELK4
SNHG11	IRF3
LINC01137	IRF3
ZNF213-AS1	RFX5
NCK1-AS1	TFDP2
LINC00662	MYNN
JPX	ELK4
SRP14-AS1	RFX5
PXN-AS1	IRF3
NUTM2A-AS1	SMAD4
AL391244.1	RFX5
TUG1	ZNF92
SNHG16	NFAT5
SNHG16	FOXK1
CD27-AS1	FOXM1
CD27-AS1	STAT2
BAIAP2-AS1	SIX5
AL049840.1	SAFB2
LINC01089	MZF1
AC239868.2	SAFB2
MIR22HG	STAT3
SNHG16	PATZ1
SNHG14	TBP
DHRS4-AS1	NFAT5
NRSN2-AS1	NFAT5
LINC-PINT	BCL6
SNHG4	NFAT5
TUG1	NFAT5
NOP14-AS1	SAFB2
TUG1	TMF1
MIR503HG	GLI2
TMEM147-AS1	USF2
SVIL-AS1	STAT3
MIR22HG	HIF1A
FGD5-AS1	NFAT5
HCP5	STAT3
AC020915.4	SAFB2
MAGI2-AS3	ZFX
SNHG16	NKRF
FGD5-AS1	IRF2
LINC00342	SAFB2
CD27-AS1	IRF5
LINC-PINT	ATF3
SNHG16	ARNT
TUG1	MECOM
FGD5-AS1	KLF3
FGD5-AS1	MECOM
JPX	ZZZ3
HCP5	STAT1
TUG1	SAFB2
AC009133.1	SAFB2
NOP14-AS1	NFAT5
LINC01278	CUX1
LINC01184	MZF1
AC005261.1	MZF1
FGD5-AS1	CUX1
TMEM147-AS1	ZBED4
DLEU2	CREB1
NOP14-AS1	CUX1
TUG1	RFX7
TUG1	TRPS1
DLEU2	ZNF12
FGD5-AS1	BCL6
LINC-PINT	ZFX
LINC00294	ZBED4
TMEM147-AS1	NKRF
AC074032.1	SAFB2
SNHG14	FOXK1
LINC00294	STAT2
DHRS4-AS1	PATZ1
AC010761.1	SAFB2
LINC-PINT	ZNF12
AC068888.1	SAFB2
FGD5-AS1	MITF
TUG1	ZXDB
PAN3-AS1	MZF1
LINC00909	NKRF
FGD5-AS1	NKRF
TRAM2-AS1	ZFX
TUG1	WIZ
HCP5	STAT4
TMEM147-AS1	STAT2
MIR22HG	ATF3
FGD5-AS1	ZFX
ADNP-AS1	ZFHX3
TUG1	ZNF41
SNHG4	ZFX
LINC01089	ZNF84
EIF3J-AS1	ZNF84
TMEM147-AS1	CREB1
SNHG4	BACH1
SNHG8	MZF1
TUG1	ZFX
LINC00680	SAFB2
MIR22HG	MAFF
LINC01836	MZF1
AP006284.1	SAFB2
FGD5-AS1	BACH1
TUG1	BACH1
FGD5-AS1	GLI3
LINC-PINT	BACH1
TUG1	ZNF91
CCDC18-AS1	NFAT5
TUG1	ZNF43
TUG1	RREB1
ARRDC1-AS1	SAFB2
TMEM147-AS1	TFAP4
TUG1	RLF
HOXA-AS2	ZNF12
AC138028.4	SAFB2
PDXDC2P-NPIPB14P	MZF1
LINC-PINT	MZF1
TMEM147-AS1	MNT
TUG1	ARNT
FGD5-AS1	ARNT
HCG18	MBNL2
TMEM147-AS1	E2F6
AC093323.1	SAFB2
THUMPD3-AS1	MNT
TUG1	ZFP62
BAIAP2-AS1	NRF1
TUG1	GLI3
TMEM191A	USF2
LINC00663	CUX1
NOP14-AS1	MNT
SVIL-AS1	ARNT
SNHG4	ZFHX3
TUG1	NFXL1
MIR22HG	TCF21
BAIAP2-AS1	SMAD4
TUG1	GZF1
FGD5-AS1	RUNX1
TUG1	PATZ1
TUG1	ZFHX3
LOXL1-AS1	ZNF84
LINC00909	HBP1
TMEM147-AS1	MXI1
LINC-PINT	ZNF84
GPRC5D-AS1	ZNF84
TUG1	MTF1
FGD5-AS1	ZNF84
TMEM147-AS1	NFYC
MAGI2-AS3	NRF1
RNF157-AS1	ZNF84
SNHG11	IRF5
FGD5-AS1	PBX1
DNM3OS	GLI3
ITGB2-AS1	IRF5
LINC01569	MZF1
TUG1	BCL6
AL450992.2	ZFX
PDXDC2P-NPIPB14P	ZNF84
LINC01278	CREB1
TUG1	ZBTB5
LINC00909	HINFP
TUG1	ARNT2
LINC00294	TBP
TMEM147-AS1	ERF
PAN3-AS1	HINFP
NOP14-AS1	RFX1
MIR22HG	MITF
TMEM191A	USF1
NUTM2A-AS1	GABPA
CCDC18-AS1	ARNT
MIR22HG	MNT
THUMPD3-AS1	SMAD4
EXOC3-AS1	USF2
SNHG19	SAFB2
THUMPD3-AS1	GMEB1
TUG1	FOXJ3
LINC-PINT	ZC3H8
MAGI2-AS3	MXI1
NRAV	ZNF84
TMEM147-AS1	CBX2
HCP5	IRF2
LINC-PINT	ZNF83
THUMPD3-AS1	E2F3
THUMPD3-AS1	ELF1
FGD5-AS1	ELF1
HCP5	ELF1
LINC00909	KLF9
FGD5-AS1	ZNF83
CRNDE	FOXM1
GABPB1-AS1	TBP
LINC-PINT	SMAD4
THUMPD3-AS1	ELF2
SVIL-AS1	HBP1
MAGI2-AS3	ETS1
ITGB2-AS1	IRF1
TMEM147-AS1	E2F3
HCP5	SPI1
SNHG16	HBP1
LINC00909	SMAD4
CEBPA-AS1	CDX2
DHRS4-AS1	SMAD4
TUG1	ELF1
FGD5-AS1	E2F3
SVIL-AS1	CREB1
HCP5	ETS1
SNHG19	MZF1
HCP5	IRF1
DHRS4-AS1	E2F3
MIR22HG	IRF1
NOP14-AS1	RARG
TUG1	ZFP90
TUG1	ELF2
NNT-AS1	ELF1
TMEM147-AS1	ATF2
BDNF-AS	ELF2
TMEM147-AS1	TERF2
CIRBP-AS1	ZNF84
PDXDC2P-NPIPB14P	ZNF83
NUTM2A-AS1	TEAD1
MIR22HG	FOSL2
TUG1	ZNF35
MIR22HG	FOSL1
LINC01569	ZNF83
LINC01089	ZNF83
TUG1	ZNF74
SNHG16	ERF
TUG1	HIC2
CTBP1-AS2	MAZ
TUG1	HNF1B
SNHG16	SMAD4
TUG1	IRF2
SNHG1	ZNF83
AC005261.1	ZNF83
TUG1	GMEB1
PAN3-AS1	ZNF83
TUG1	HBP1
HCP5	E2F4
TUG1	ZNF83
SNHG16	ZC3H8
TUG1	TFDP2
SNHG16	RFX5
CD27-AS1	TEAD1
TUG1	MAX
CD27-AS1	TEAD2
CCDC18-AS1	HBP1
CCDC18-AS1	SMAD4
TUG1	ZNF93
TUG1	ATF2
CCDC18-AS1	CREB1
CCDC18-AS1	GMEB1
MIR210HG	IRF3
TUG1	SOX4
TUG1	RUNX1
TUG1	RFX5
TUG1	PBX1
NRSN2-AS1	TFDP2
TUG1	SOX9
CCDC18-AS1	RFX5
TUG1	ZNF2
TUG1	LCORL
TUG1	ZNF85
SNHG19	IRF3
NORAD	ZFX
C1RL-AS1	NFAT5
NORAD	GLI3
NORAD	CUX1
AP001258.1	NFAT5
NORAD	KLF3
OIP5-AS1	NFAT5
AP001258.1	MECOM
AC132872.1	SAFB2
PSMD5-AS1	SAFB2
THAP9-AS1	NFAT5
EIF3J-AS1	NFAT5
NORAD	MITF
NORAD	NFAT5
NORAD	MECOM
AC016747.1	CEBPZ
ZNF436-AS1	STAT2
TNRC6C-AS1	STAT2
NORAD	BACH1
PINK1-AS	ZNF12
EIF3J-AS1	MECOM
ZNF710-AS1	CUX1
TNRC6C-AS1	STAT4
NORAD	MZF1
SDCBP2-AS1	NFAT5
NORAD	ARNT
WAC-AS1	SAFB2
EIF3J-AS1	SAFB2
OIP5-AS1	NKRF
AC125257.1	SAFB2
OIP5-AS1	GMEB1
UGDH-AS1	NFAT5
ZNF436-AS1	SAFB2
FENDRR	SKI
C1RL-AS1	ZNF84
AP001258.1	MZF1
OIP5-AS1	BACH1
NDUFV2-AS1	NFAT5
OIP5-AS1	ARNT
DANCR	SAFB2
AP001258.1	ZFX
LINC00094	SAFB2
EIF3J-AS1	MZF1
SNHG14	NKRF
OIP5-AS1	SP4
THAP9-AS1	MZF1
NORAD	PBX3
SH3BP5-AS1	SAFB2
THUMPD3-AS1	PATZ1
RAB30-AS1	ZFX
SNHG14	SMAD4
LINC00909	KMT2A
OIP5-AS1	MEF2A
NORAD	PBX1
LINC00909	FOXK1
LINC00261	ATOH1
LINC00174	STAT2
LINC00665	CEBPZ
MIR3936HG	SAFB2
MIR3936HG	MZF1
NORAD	MXI1
EIF3J-AS1	ZFX
SNHG14	CREB1
PRKCZ-AS1	SAFB2
OIP5-AS1	HBP1
OIP5-AS1	PBX1
PRKCZ-AS1	FOXK1
ASB16-AS1	E2F8
THUMPD3-AS1	NKRF
LRRC75A-AS1	PATZ1
NORAD	E2F3
ASB16-AS1	FOXK1
PRKCZ-AS1	CASZ1
LINC00909	ZBED4
OIP5-AS1	CEBPG
TUG1	CEBPZ
FGD5-AS1	STAT3
CD27-AS1	STAT6
LINC00909	MZF1
AL359915.2	BACH1
ASB16-AS1	MZF1
OIP5-AS1	MXI1
TUG1	ZBED4
LINC00909	SIX5
OIP5-AS1	PBX3
SNHG12	NKRF
TNRC6C-AS1	IRF5
ATP1A1-AS1	ZFX
RAD51-AS1	SAFB2
SNHG16	CEBPZ
LINC01011	MZF1
NORAD	RUNX1
OIP5-AS1	ELF1
OIP5-AS1	CREB1
OIP5-AS1	RFX5
RARA-AS1	HES4
LINC00909	ZFX
NORAD	ELF1
ASB16-AS1	RFX1
OIP5-AS1	JAZF1
ASB16-AS1	USF2
TP73-AS1	KLF9
ASB16-AS1	ZFX
SH3BP5-AS1	RORA
PRKCZ-AS1	RFX1
LINC00909	BACH1
LINC00909	CLOCK
PINK1-AS	GMEB1
MELTF-AS1	ZNF84
PSMB8-AS1	STAT1
AC093323.1	USF1
OIP5-AS1	RUNX1
OIP5-AS1	ELK1
ASB16-AS1	VEZF1
SLC9A3-AS1	SAFB2
ASB16-AS1	SIX5
LINC02035	NFIC
NOP14-AS1	HSF1
UGDH-AS1	ZFHX3
UGDH-AS1	ZFX
SNHG14	MXI1
PSMB8-AS1	STAT4
LINC01089	HSF1
ASB16-AS1	IRF2
AP001258.1	ZNF12
LINC00909	CTCF
SH3BP5-AS1	RFX5
TNRC6C-AS1	TBP
CKMT2-AS1	GLI3
ASB16-AS1	ZNF84
CKMT2-AS1	ZEB1
LINC02035	GABPA
CKMT2-AS1	ARNT
SLC9A3-AS1	MZF1
LINC02035	MXI1
PSMA3-AS1	ELF1
ZEB1-AS1	TBP
TNRC6C-AS1	IRF1
ASB16-AS1	ZNF12
LOXL1-AS1	ZEB1
TUG1	SMAD3
AP001258.1	ELF1
LINC00847	ZNF84
LINC01089	E2F1
SDCBP2-AS1	HBP1
RARA-AS1	TEAD4
ASB16-AS1	PBX1
SNHG9	MZF1
LINC00909	ZNF12
ASB16-AS1	ATF7
TNRC6C-AS1	SPI1
CCDC18-AS1	MEF2C
ASB16-AS1	SMAD4
HOTAIRM1	ZNF3
THAP9-AS1	E2F3
LRRC75A-AS1	MXI1
PSMA3-AS1	VEZF1
TUG1	ELK4
TUG1	PLAG1
OIP5-AS1	E2F3
LINC00526	HNF4A
SH3BP5-AS1	ELF2
ZNF436-AS1	ELF2
AP001258.1	IRF2
MKLN1-AS	ELF1
THAP9-AS1	ELF2
THAP9-AS1	ZNF83
TRAF3IP2-AS1	ELF2
LINC00174	E2F4
AL355574.1	SAFB2
ZEB1-AS1	ZNF84
EIF3J-AS1	PBX1
SLC9A3-AS1	MAZ
EIF3J-AS1	SP2
SNHG20	MNT
SDCBP2-AS1	CREB1
MIR222HG	FOSL1
ASB16-AS1	RFX5
SNHG16	E2F3
AP001258.1	ZNF83
LINC00662	SMAD4
ASB16-AS1	ZNF83
ASB16-AS1	ELF2
RAB30-AS1	ZNF83
AC144652.1	MAZ
AP001258.1	HBP1
MELTF-AS1	ZC3H8
AP001258.1	SOX4
LINC01089	E2F4
TRAF3IP2-AS1	NR2C2
OTUD6B-AS1	MXI1
THAP9-AS1	TFDP2
MIR3936HG	ZNF83
PRKCZ-AS1	ZNF83
MIR22HG	EGR1
CCDC18-AS1	ATF2
LINC00324	IRF1
SDCBP2-AS1	ZC3H8
PTOV1-AS1	TFDP2
LRRC75A-AS1	ZC3H8
ZNF710-AS1	PBX3
SLC9A3-AS1	ZNF83
ASB16-AS1	ZC3H8
FGD5-AS1	RFX5
LINC01011	ZNF83
CKMT2-AS1	ZNF83
LINC00909	ZNF83
SNHG20	E2F4
TNRC6C-AS1	IRF3
AL359915.2	ZC3H8
SNHG7	IRF3
CKMT2-AS1	ATF2
LINC00324	IRF3
LINC01089	IRF3
AP001258.1	RFX5
EIF3J-AS1	RFX5
SNHG20	ELK4
TUG1	PPARD
CKMT2-AS1	RFX5
PINK1-AS	SUGP2
C1RL-AS1	SLTM
NORAD	CPSF2
NORAD	DDX24
C1RL-AS1	SUGP2
OIP5-AS1	DDX42
THUMPD3-AS1	DDX42
C1RL-AS1	RBM6
OIP5-AS1	DDX24
PSMD5-AS1	RBM6
SNHG14	LARP7
LINC02035	AGO1
PINK1-AS	ILF3
OIP5-AS1	SLTM
NIFK-AS1	SLTM
THUMPD3-AS1	SUGP2
NORAD	RBM6
OIP5-AS1	CPSF2
CCDC18-AS1	DDX42
PSMD5-AS1	SLTM
LINC00926	RBM6
PTOV1-AS1	SLTM
THUMPD3-AS1	RBM10
CCDC18-AS1	SLTM
SNHG14	SLTM
TMEM161B-AS1	RBM6
NORAD	RC3H1
LINC00662	SLTM
THAP9-AS1	SLTM
NORAD	FUS
OIP5-AS1	RBM15
THUMPD3-AS1	SLTM
LINC00969	RBM6
MALAT1	NOL8
NORAD	TRA2A
SH3BP5-AS1	SLTM
OIP5-AS1	FXR2
LINC00969	SLTM
OIP5-AS1	AGO2
TTC28-AS1	RBM15
NORAD	ILF3
MEG3	RBM6
TMEM161B-AS1	SLTM
MEG3	RBM5
HCG18	SLTM
PSMD5-AS1	AGO4
MIR3936HG	RBM6
OIP5-AS1	LARP4
OIP5-AS1	PUM2
AC125807.2	AGO2
ZNF436-AS1	CPSF1
SDCBP2-AS1	RBM6
AC026471.1	SLTM
OIP5-AS1	STAU1
LINC00667	RBM6
AC093157.1	RBM6
LINC00174	CPSF4
SH3BP5-AS1	RBM6
AC128688.2	RBM6
AL359915.2	SLTM
PSMA3-AS1	RBM15
MIR3936HG	SLTM
SDCBP2-AS1	SLTM
ARMCX5-GPRASP2	SLTM
AC108488.1	RBM6
MIR3936HG	SUGP2
SNHG14	RBM47
OIP5-AS1	FMR1
PSMD5-AS1	AGO3
PDXDC2P-NPIPB14P	RBM6
OTUD6B-AS1	SLTM
OIP5-AS1	RC3H1
AC068888.1	SLTM
PRKCZ-AS1	RBM6
SNHG1	DDX42
PSMA3-AS1	RBM27
TTC28-AS1	RC3H1
SNHG20	CPSF3
TMEM161B-AS1	RBM27
FGD5-AS1	SLTM
OIP5-AS1	CPSF7
OIP5-AS1	TRA2A
LINC00667	SLTM
AC125807.2	LARP4
MALAT1	TTC14
OIP5-AS1	DDX3X
XIST	RBM15
MALAT1	RBM5
PRKCZ-AS1	AGO4
LINC01128	AGO1
SDCBP2-AS1	RBM15
TUG1	CPSF2
FGD5-AS1	RBM27
AC093157.1	RBM15
OIP5-AS1	ILF3
SNHG1	SLTM
TPT1-AS1	RBM6
OIP5-AS1	DDX55
MIR4435-2HG	EIF3B
LINC00969	ILF3
LINC00094	FUS
C1RL-AS1	FUS
PSMD5-AS1	SUGP2
MIR22HG	RC3H1
OIP5-AS1	LSM11
SNHG16	DDX42
CKMT2-AS1	SUGP2
AC125257.1	RC3H1
EIF3J-AS1	RC3H1
LRRC75A-AS1	FXR2
TUG1	AGO4
LINC00339	RBM15
MEG3	AGO3
NORAD	STAU1
TUG1	NOL6
MALAT1	THOC2
SNHG20	SLTM
PSMA3-AS1	ILF3
ASB16-AS1	SLTM
LINC00909	RBM15
AL359915.2	RC3H1
AL160006.1	SUGP2
PDXDC2P-NPIPB14P	TRA2A
LINC00174	CPSF1
THAP9-AS1	ILF3
SH3BP5-AS1	FUS
AC067852.2	FUS
APTR	SLTM
OIP5-AS1	CPSF6
SH3BP5-AS1	RC3H1
LINC02035	FMR1
PSMD5-AS1	AGO2
SDCBP2-AS1	RC3H1
SNHG14	SRSF7
ARMCX5-GPRASP2	RC3H1
UGDH-AS1	SLTM
PSMD5-AS1	ILF3
